comment_id,comment_text
4ce0cc61-c0ff-431a-9e3b-e0b2b15089fb,The driver on bus 180 was reliable and helped me with my bags.
07415068-6fc8-4e84-b7e5-d01e87067fd2,I appreciate the helpful service on route 162 this morning.
ee5485df-0c3e-4694-94b2-b4ea42da36c0,Please continue to keep the buses clean; it makes a big difference.
65fa0c43-9921-4f2b-be29-ab49f69ae042,Boarding was quick and easy because the bus was spotless.
d183870e-e28b-447c-850e-7557815d869b,I wish the bus arrived on time; today it was 5 minutes late.
ebfaa05c-a1c4-402d-a069-059d53f17427,The smooth seats on the electric bus made my commute much better.
a41c3150-8648-4997-a633-9b4c928d319a,I wish the bus arrived on time; today it was 20 minutes late.
e709fdd6-63f6-4e1a-9261-d6159c5e3b6a,I appreciate the professional service on route 105 this morning.
c32b3a2e-807e-422b-95eb-119c997229c8,I wish the bus arrived on time; today it was 15 minutes late.
53ea096d-0943-492f-97e4-3e7b07a9250e,The stop near Mukilteo Station could use better lighting and seating.
0500b05f-814d-4048-ae92-f29567ebf922,I wish the bus arrived on time; today it was 10 minutes late.
56b1728c-4391-494c-b80e-409521d28307,The driver's organized attitude improved my day!
f4cd0521-e70a-4585-913d-d0c6a7fca8ea,The driver on bus 201 was polite and helped me with my bags.
c1d84288-144c-4c87-ada1-7b7cf77bdb5d,I wish the bus arrived on time; today it was 5 minutes late.
f346d45c-3044-4aff-a5d8-0f7b02a4c1fc,The stop near Bothell Station could use better lighting and seating.
19c2ccfb-9611-455b-87bd-8ed895464882,Please continue to keep the buses spacious; it makes a big difference.
c103ac24-f099-4269-9c4d-cc4e153c4406,The stop near Edmonds Station could use better lighting and seating.
57c60456-0d72-41e2-8780-f66202a02326,The comfortable seats on the standard bus made my commute much better.
bab6a441-c94f-416d-b10e-cadffb08f7d6,Please continue to keep the buses spotless; it makes a big difference.
149d9f50-736d-41c4-b9af-a2c5abcc94e6,The climate-controlled seats on the electric bus made my commute much better.
db652721-e444-4e17-960e-48e29e518327,The driver's friendly attitude improved my day!
aebbff27-a803-482c-94b5-d674860aa65c,Boarding was quick and easy because the bus was clean.
2d8b27f5-027f-48bb-8a35-31690e8fb39e,The stop near Mukilteo Station could use better lighting and seating.
7b387196-3c27-4573-a435-d4095949b8c7,The driver on bus 50 was reliable and helped me with my bags.
a5e1258b-e111-49e3-af0e-5c6667d383a3,I felt safe riding through downtown on route 180 thanks to the helpful driver.
a90a317e-9dcd-49a3-aa02-17c898009f10,The quiet seats on the standard bus made my commute much better.
812167e5-1c89-4b2c-99af-fb0713650e04,The driver on bus 105 was efficient and helped me with my bags.
40758f97-5254-4634-8c6d-b85af9910673,The stop near Edmonds Station could use better lighting and seating.
46053ede-f8f5-410a-b000-b321f5c9f183,I felt safe riding through downtown on route 150 thanks to the helpful driver.
bf85b17b-907a-4445-abd4-37fa844e1a89,I wish the bus arrived on time; today it was 5 minutes late.
eb641663-093f-4dc7-a8ca-f050f3cc3aec,The stop near Lynnwood Transit Center could use better lighting and seating.
5206dba0-9ef8-48c0-ae92-82d4a872f7c9,Boarding was quick and easy because the bus was well-maintained.
f628db5e-5e2b-4700-9f0c-206903bb7d59,I love the real-time updates; they told me the bus was 5 minutes away.
1252774c-29f4-4a50-bed3-e6f7a3588706,I felt safe riding through downtown on route 180 thanks to the attentive driver.
376803fb-655d-48ec-a757-f73b7b4e38c0,I love the real-time updates; they told me the bus was 20 minutes away.
9b0f2840-83a7-4edc-a522-da54d2f5d092,Boarding was quick and easy because the bus was climate-controlled.
48bfcea2-9e28-4ce2-857c-701106a7572f,Please continue to keep the buses comfortable; it makes a big difference.
fdd9f91a-6694-478b-830d-17c59d5bf085,I felt safe riding through downtown on route 180 thanks to the friendly driver.
2d2d3121-c14e-4dfe-bbc0-f75773dc22a2,The driver on bus 150 was efficient and helped me with my bags.
46710dd5-d7a5-499c-9968-3301ced3543f,The stop near Lynnwood Transit Center could use better lighting and seating.
79d2977f-dd06-4537-80f4-c56059f60cf9,I wish the bus arrived on time; today it was 20 minutes late.
52e25d14-f8f3-419e-ad22-dfeb23e25ac7,I love the real-time updates; they told me the bus was 15 minutes away.
9c86da85-8288-431b-9bf1-fa7d2873d374,The driver's helpful attitude improved my day!
74e0ad27-6694-41e7-9ca5-d3ea99b93b40,I felt safe riding through downtown on route 101 thanks to the organized driver.
ea7f822f-00ad-4edb-abcd-ab7cfc40abcd,The stop near Paine Field could use better lighting and seating.
af7d331d-34a2-43c9-bc78-4e349dfafe79,I wish the bus arrived on time; today it was 15 minutes late.
1bb00e72-1b31-48cb-96c9-6cebec98daf7,I wish the bus arrived on time; today it was 15 minutes late.
f23b2ab3-12ec-437e-8f9a-b06c9d3fd955,The driver's reliable attitude improved my day!
80956859-00a5-4fad-bfe9-21133cc85c67,The quiet seats on the hybrid bus made my commute much better.
95c5aa6a-ddd7-4b66-bc19-68e1280bce5c,The stop near Everett Station could use better lighting and seating.
9b301126-fd8f-4f95-9eef-886dbc1ea007,I felt safe riding through downtown on route 105 thanks to the professional driver.
4d5d1af8-54b7-44be-89b3-1c29eb97bc6b,I appreciate the organized service on route 105 this morning.
d3a7f731-eba1-4e3a-a21d-3433779517a1,I wish the bus arrived on time; today it was 5 minutes late.
69982e9f-897b-4e0c-94ae-c0b447790099,Boarding was quick and easy because the bus was quiet.
289e871a-a5f1-4d2d-942b-c10133dedcbb,I appreciate the reliable service on route 271 this morning.
0a1c08cb-f8df-4644-82d7-98cb9fbb6a57,The stop near Bothell Station could use better lighting and seating.
20884ab4-03cb-4cdf-bff9-f0169ecabb96,Please continue to keep the buses spacious; it makes a big difference.
39ae2e00-e8e1-40ce-a79e-296b59155df7,Boarding was quick and easy because the bus was clean.
5b809f0f-4a8c-4a81-8d30-ffdb90f2b13e,I wish the bus arrived on time; today it was 10 minutes late.
f13645d5-0f13-4f5a-a15d-26d86f67461a,I love the real-time updates; they told me the bus was 5 minutes away.
c6c03472-9456-4c3f-b851-138fd506cb3b,Boarding was quick and easy because the bus was comfortable.
e62d7fc5-1489-4957-beac-aa0addcdca74,I appreciate the professional service on route 105 this morning.
5c6bcb4d-2b4d-45a3-8775-49bd9001c904,Please continue to keep the buses comfortable; it makes a big difference.
775baca8-2409-4a69-959a-39371db87782,I love the real-time updates; they told me the bus was 15 minutes away.
931a5555-2886-4d7e-b45d-b90c57ef3ab5,The stop near Paine Field could use better lighting and seating.
4d07fc0c-7dc2-438a-846b-9d84536c9c63,The stop near Lynnwood Transit Center could use better lighting and seating.
70c3a72b-fb45-4666-a9e8-8f8c1c3af02b,I felt safe riding through downtown on route 180 thanks to the prompt driver.
3414bb42-4030-4d3b-ae3a-b730000d1858,The stop near Bothell Station could use better lighting and seating.
37c3436c-a49d-4c63-8242-8601ddde4a34,I love the real-time updates; they told me the bus was 10 minutes away.
2a9d1eaa-0965-4382-b890-f7a30f04ce61,I felt safe riding through downtown on route 201 thanks to the helpful driver.
adaf2cb5-9cd2-4f51-a09a-e18d5f2718db,The stop near Mukilteo Station could use better lighting and seating.
24e5df8a-3b00-4ef0-8cfc-de28069ad556,I wish the bus arrived on time; today it was 20 minutes late.
03d81a88-9377-4bbe-ac91-5d79e79500b1,The driver on bus 101 was courteous and helped me with my bags.
ddb3567b-fc6b-4a6c-ad47-fb2ee16d510d,The climate-controlled seats on the standard bus made my commute much better.
fe177f12-9d27-4bf3-8ea1-0f10e5b36f7e,Boarding was quick and easy because the bus was climate-controlled.
cfd45e89-e406-4a55-b464-2df5e562b050,I love the real-time updates; they told me the bus was 20 minutes away.
7b7efb41-d4c0-4dc6-a95e-ca791818fbd2,I wish the bus arrived on time; today it was 10 minutes late.
9b780b3f-7b0e-42c2-b351-6fe607b3343f,Boarding was quick and easy because the bus was comfortable.
9169a00a-4a36-40f8-8b82-9d24aff5af4e,I appreciate the helpful service on route 101 this morning.
03384dc0-23aa-49d7-9420-79ba32972bb7,I appreciate the reliable service on route 50 this morning.
f7e918bd-d03e-4cce-908a-b58c7b9510d7,The driver on bus 271 was efficient and helped me with my bags.
05c8a327-c545-4c9f-a36d-312184a5b98a,Boarding was quick and easy because the bus was smooth.
fde42ace-1e24-4068-9e6f-a2629768121b,I love the real-time updates; they told me the bus was 10 minutes away.
6701cc80-73fe-48dc-bffe-00fd1ab138bc,The driver on bus 201 was prompt and helped me with my bags.
34734c06-ec6d-4b29-9c98-716de9f6eac2,I felt safe riding through downtown on route 162 thanks to the organized driver.
144d3adf-82e0-43ee-bbb2-ede0d812fcb1,Boarding was quick and easy because the bus was quiet.
4669e490-5802-4124-b926-b9d703fe1cb6,I felt safe riding through downtown on route 162 thanks to the friendly driver.
b0f3ca8d-54d1-4d4b-bb4b-e543bb191da2,The clean seats on the hybrid bus made my commute much better.
e8a5084e-cd11-4e7a-87c0-725dce59af88,Boarding was quick and easy because the bus was comfortable.
bf875a4c-82b7-4d34-9518-c8090d3d2f9d,Boarding was quick and easy because the bus was climate-controlled.
324cc8b0-0873-471b-b069-82329fbda2a9,Please continue to keep the buses spotless; it makes a big difference.
c7aaa764-7ddc-4187-91b0-3df3ea098955,The spotless seats on the articulated bus made my commute much better.
b8f7651b-91fa-47e5-baf5-fb1b8641548c,The driver on bus 105 was friendly and helped me with my bags.
ddbe62cf-410e-4529-bd26-6416bd7350a7,I appreciate the reliable service on route 268 this morning.
c5897e2a-4576-4f82-b207-490f8dc130fa,The spotless seats on the hybrid bus made my commute much better.
040cc613-e2cd-4244-b6a3-b144e9ec61b9,Please continue to keep the buses smooth; it makes a big difference.
0c43bf6a-f8af-4f2e-88dc-bb4d92fa56b1,I appreciate the professional service on route 105 this morning.
815a4916-c6e4-4742-8e84-cd457b2c3ea5,I wish the bus arrived on time; today it was 10 minutes late.
79189729-f9fc-4406-b16e-96a3efe78fa4,I wish the bus arrived on time; today it was 15 minutes late.
406e5619-5b09-4409-b9cd-9041c994b332,The spotless seats on the hybrid bus made my commute much better.
5e52297c-3264-4c42-94c3-6b9ddc7451d2,The stop near Bothell Station could use better lighting and seating.
c3021f35-e343-4b24-9cfb-09a908cdf776,I wish the bus arrived on time; today it was 10 minutes late.
2abdbdfc-c9f5-404a-a192-c84e56b801ee,Boarding was quick and easy because the bus was comfortable.
41463e3f-8efd-4a66-878d-098b4dedd65c,The driver's professional attitude improved my day!
66eb38cc-a624-4733-96b6-e4314acfbfdb,I appreciate the efficient service on route 162 this morning.
6fd6d9cc-1459-4be2-b99a-a6c0c58cd82f,The driver's helpful attitude improved my day!
497f14ca-4b36-41bd-8870-e14cd8c5985d,The stop near Mukilteo Station could use better lighting and seating.
72ce6643-cf1e-4f41-a726-fbbbe00b4574,I appreciate the professional service on route 271 this morning.
948b312c-b18d-48ec-9424-e127d8bda898,I appreciate the attentive service on route 105 this morning.
e81c8faf-cabb-4ba7-bd9e-09d7a2598d60,The stop near Bothell Station could use better lighting and seating.
d7f0d781-7771-4715-a1f3-ca1d9c1add42,I felt safe riding through downtown on route 268 thanks to the reliable driver.
d58b96d7-6bc2-4271-a897-8ca4425a2c34,I wish the bus arrived on time; today it was 20 minutes late.
b8382332-0394-4f5a-b5df-f23124e926c1,The driver on bus 105 was efficient and helped me with my bags.
2c0c3182-451e-4396-b023-b80463dc75a8,I appreciate the courteous service on route 180 this morning.
b34bbd74-bb0a-4120-955b-089cf0476e2e,The stop near Edmonds Station could use better lighting and seating.
696c236d-8c37-40d2-b599-d763b96bab8c,The stop near Bothell Station could use better lighting and seating.
8f3e2c80-07f1-49a7-b2d1-0ed0f30f1028,Boarding was quick and easy because the bus was well-maintained.
43132fe7-2392-433e-ba5b-b9d7741f7104,The stop near Everett Station could use better lighting and seating.
e6a114ae-bf7f-400d-836a-92a00796c496,The driver on bus 268 was friendly and helped me with my bags.
2b348a95-980a-42f6-b792-7869d68b7d67,I wish the bus arrived on time; today it was 20 minutes late.
5640614a-84de-4492-973a-e5d9cdcc254d,I love the real-time updates; they told me the bus was 5 minutes away.
a0cda362-9874-4e4a-a860-cc4fc9935e58,I wish the bus arrived on time; today it was 20 minutes late.
0a4a6af9-2e21-4d3f-bfaa-99da683a69d2,Boarding was quick and easy because the bus was well-maintained.
cc792a75-8046-45a7-a3ab-768cf5cbf56e,The stop near Lynnwood Transit Center could use better lighting and seating.
511180ad-2b5f-4fcb-9887-7b3ed521176b,The driver's polite attitude improved my day!
d27f5530-d66b-45c8-b73f-7b190b4df0af,The driver's reliable attitude improved my day!
59b7358b-de19-40a6-a94f-f823b1fc680e,I felt safe riding through downtown on route 150 thanks to the courteous driver.
062921d0-36b9-4c37-b22b-ef444493e9ef,The quiet seats on the electric bus made my commute much better.
d2656d25-8755-4d66-852f-011efbe73c77,I appreciate the courteous service on route 101 this morning.
30d61b31-1bdf-44c2-9dd8-b8c77e3bbfed,The comfortable seats on the electric bus made my commute much better.
1f0a4358-ad5b-455f-bbd3-fd22f8332626,I wish the bus arrived on time; today it was 15 minutes late.
1da1fcbb-84a1-4ee5-9b2d-27c43b09f5c1,The driver on bus 50 was friendly and helped me with my bags.
0f91f412-b31a-4a3a-965c-123143f1ef83,I love the real-time updates; they told me the bus was 5 minutes away.
1745fee5-6658-4611-bb51-38875cba0f98,I wish the bus arrived on time; today it was 15 minutes late.
827f720a-b1fc-4d1e-8b25-013f3936a3b5,I wish the bus arrived on time; today it was 5 minutes late.
c0a48bea-d81b-4181-a3f2-dd05fa70b9b0,I wish the bus arrived on time; today it was 15 minutes late.
558e2be4-2c73-4b87-8d3d-3e8db8b6f7e2,I felt safe riding through downtown on route 180 thanks to the attentive driver.
a8029d68-2892-417f-82d2-d3565d62c9c5,Boarding was quick and easy because the bus was smooth.
8c4a37b6-4d5f-429a-b000-444d3f8ca475,Please continue to keep the buses spotless; it makes a big difference.
3f582872-207f-425e-bc49-8cf34bb492e1,I love the real-time updates; they told me the bus was 10 minutes away.
9a59543a-6421-4419-b6ce-c888fcca9bcd,I love the real-time updates; they told me the bus was 20 minutes away.
81cb0980-3c02-489e-91df-7249232a5357,I love the real-time updates; they told me the bus was 10 minutes away.
5dadaadd-32ec-4dbf-933f-431cdaddb58f,The driver's reliable attitude improved my day!
eb204dbf-a48a-4448-88f4-a8fa24aca889,I appreciate the helpful service on route 180 this morning.
22bf4bd3-300d-4aff-8bb2-b18fbd53b363,Please continue to keep the buses quiet; it makes a big difference.
66aa5435-e5ed-4905-ac73-c5a2c5dd4aeb,I appreciate the helpful service on route 150 this morning.
b3c220bc-29c9-4a7f-a0a0-40ba240b1a16,I felt safe riding through downtown on route 162 thanks to the prompt driver.
015d1a6a-451a-4cb5-a9c1-777f31393405,The comfortable seats on the hybrid bus made my commute much better.
e70890d1-cfa9-4637-b21f-88ac725e51b7,The driver on bus 246 was efficient and helped me with my bags.
1e27c725-b96f-4a40-a00e-940c575f7da0,I wish the bus arrived on time; today it was 20 minutes late.
18cdf779-bffb-45aa-bd0b-c3e8d905a622,I appreciate the courteous service on route 101 this morning.
20312f00-5389-483d-810b-a2ea522d3fd3,The driver on bus 162 was polite and helped me with my bags.
58345366-a870-42a3-b819-bf9b685767b3,I appreciate the polite service on route 180 this morning.
468b0c44-51e6-40bd-9a6e-464394858cab,The spacious seats on the electric bus made my commute much better.
44255225-e897-4bba-a040-30ef3929e56d,I appreciate the courteous service on route 268 this morning.
dfce1f6d-5087-4e0d-9ef5-44894b3d3bbf,I felt safe riding through downtown on route 246 thanks to the prompt driver.
1f4a869e-d6e9-41d0-bb88-acf796568db6,The stop near Everett Station could use better lighting and seating.
dedfc6aa-4947-41e5-97ca-33681a3e631c,I felt safe riding through downtown on route 271 thanks to the prompt driver.
840c590c-2b95-4dbb-8b56-0f7515e71a62,The driver on bus 50 was efficient and helped me with my bags.
77abfaf6-12db-4e14-bed8-e0db3256337b,I wish the bus arrived on time; today it was 5 minutes late.
38297134-3111-4a7c-96e7-f8ca87a8f2af,The driver on bus 162 was organized and helped me with my bags.
a64951bf-4b73-4a8b-8eaa-5b74650caae7,The stop near Mukilteo Station could use better lighting and seating.
e1520070-4e2b-475b-a5cd-724a552ad75e,Boarding was quick and easy because the bus was smooth.
0066523c-afe9-4589-a0be-ffa48e399e04,The comfortable seats on the double-decker made my commute much better.
de2c091e-c68b-4530-a5a4-de2d2a8d6f59,I love the real-time updates; they told me the bus was 5 minutes away.
8faa2ad8-0660-4317-934f-fbb59ad8af2c,I wish the bus arrived on time; today it was 5 minutes late.
b3c930d7-1684-4239-b1eb-1bdd6a45693c,Please continue to keep the buses spotless; it makes a big difference.
113e8c2d-db44-4182-a387-8a2b58b17d49,The driver on bus 162 was professional and helped me with my bags.
a3519013-9fdb-4b1b-ac63-8d672c1bcfcd,The stop near Paine Field could use better lighting and seating.
d65a96cc-d1b9-4ec2-82fd-8c399a1c3ab0,Please continue to keep the buses spotless; it makes a big difference.
3515b18b-6eff-4f73-847f-e627334c319e,The quiet seats on the double-decker made my commute much better.
e67ef3c0-4d4a-47f3-acd8-16f6c2c529b9,I wish the bus arrived on time; today it was 10 minutes late.
d4ae2b3a-e218-4de1-95de-ca3be21e5f96,The comfortable seats on the standard bus made my commute much better.
4de61122-278e-448e-9889-e9ebbd67b617,I wish the bus arrived on time; today it was 10 minutes late.
e795a253-56b8-4106-bf28-0bac21764916,The driver on bus 180 was friendly and helped me with my bags.
6a229428-b737-4950-8b38-d25f83a42104,Boarding was quick and easy because the bus was clean.
53a2b854-ac81-4464-a261-707ed8124912,Please continue to keep the buses climate-controlled; it makes a big difference.
2cb5919c-0fea-4574-9854-2c35fd8ec716,The clean seats on the hybrid bus made my commute much better.
19456a8b-08a2-4f20-a698-598cb9772fc4,The driver on bus 246 was helpful and helped me with my bags.
006b0af4-3643-413c-b5be-d2486024cf63,The stop near Edmonds Station could use better lighting and seating.
d7bcce55-d38e-4f70-b926-7725e83457c3,I appreciate the organized service on route 180 this morning.
4ecca623-3181-4c31-994f-6558bc55e56b,Please continue to keep the buses climate-controlled; it makes a big difference.
41ebd4f1-affc-46b8-9e35-ddfe40f7a0d3,The climate-controlled seats on the standard bus made my commute much better.
f5486cee-5639-4705-bba7-8280056f369f,Please continue to keep the buses spacious; it makes a big difference.
08a4ad6a-b249-4b38-a42d-3aa4484c281c,The spacious seats on the articulated bus made my commute much better.
c8120530-397f-42b4-af07-c03340046b8b,Boarding was quick and easy because the bus was spacious.
4d8ca020-28d6-488f-97ea-51bb0a9df30b,The stop near Mukilteo Station could use better lighting and seating.
eac81c46-9405-43bf-83b5-362738e564e2,I wish the bus arrived on time; today it was 10 minutes late.
7f2d5c3e-2173-4f2f-9c7f-9da525bece6f,I appreciate the organized service on route 246 this morning.
78b74f4e-2160-4548-9797-1fc6a83da908,I love the real-time updates; they told me the bus was 5 minutes away.
8d5d4025-7f3a-4ece-8ab5-94865db88555,Please continue to keep the buses well-maintained; it makes a big difference.
a6cc15db-5ab4-4f58-955b-f6b8aa59b84f,The comfortable seats on the electric bus made my commute much better.
82f83296-63be-46f3-b6fe-b6f4cdc21a6e,I wish the bus arrived on time; today it was 15 minutes late.
f0a0be69-c07d-4749-8c51-45f8cff053f4,The driver's helpful attitude improved my day!
de5ef50e-235d-42e3-b8e4-bac0ca126b27,The driver on bus 50 was friendly and helped me with my bags.
33b1c20d-3315-4901-8394-cf4fc5f333d6,I felt safe riding through downtown on route 50 thanks to the efficient driver.
8ec4ef0c-777b-49db-899d-2a897033c518,The driver's attentive attitude improved my day!
7f787240-2817-45f5-9914-9716f47db9d9,The stop near Lynnwood Transit Center could use better lighting and seating.
e1785430-6806-4e8d-930e-2ab59870c755,Boarding was quick and easy because the bus was spotless.
311cb5b4-8888-4eb7-8278-0252bebeed06,Please continue to keep the buses quiet; it makes a big difference.
128390b8-c190-4a2a-b4e7-bc9f319abcc6,I love the real-time updates; they told me the bus was 10 minutes away.
c4035935-96ad-46fc-9fe3-c2973434d6dd,I appreciate the friendly service on route 162 this morning.
b6f80124-adff-4f51-bc11-16394b490a5f,Please continue to keep the buses smooth; it makes a big difference.
7b87e923-11ad-4c0d-81a0-9f04cc37f867,I love the real-time updates; they told me the bus was 20 minutes away.
f71ca953-21a5-436b-9c3c-8128a47e3927,Please continue to keep the buses climate-controlled; it makes a big difference.
dbba5746-e95d-460d-84d3-f053ef4ec970,The driver's helpful attitude improved my day!
5e23c54c-13d0-4374-a6ea-965c199fc748,Boarding was quick and easy because the bus was smooth.
